class,SwissArmyKnife,FunctionalDecomposition,SpeculativeGenerality,RefusedParentBequest,MessageChains,ComplexClass,LongParameterList,Blob,SpaghettiCode,LargeClass,BaseClassKnowsDerivedClass,LazyClass,AntiSingleton,LongMethod,ManyFieldAttributesButNotComplex,TraditionBreaker,BaseClassShouldBeAbstract,ClassDataShouldBePrivate
org.apache.catalina.ha.session.SessionMessageImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Node,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.codec.binary.BaseNCodec,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.CertificateStoreAppender,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialText,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org.apache.catalina.webresources.war.Handler,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.websocket.server.DefaultServerEndpointConfig,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.managed.DataSourceXAConnectionFactory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.TestRealmBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.security.auth.message.config.AuthConfigFactory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.test.transport.SocketReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.StatementDecoratorInterceptor,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
org.apache.catalina.startup.TestHostConfigAutomaticDeployment,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.ConnectorStoreAppender,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIPrintenv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.tipis.LazyReplicatedMap,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.WebXml,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.json.TokenMgrError,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.SecurityConstraint,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.demos.EchoRpcTest,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.webresources.FileResource,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.servlet.jsp.JspFactory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.SimpleCharStream,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.catalina.realm.JAASCallbackHandler,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIInclude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.el.ELResolver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.AsyncChannelWrapperNonSecure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReport,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.rewrite.TestRewriteValve,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.bcel.classfile.JavaClass,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.mbeans.MBeanFactory,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SSLUtilBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.mapper.Mapper,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.PageContextImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.server.WsFrameServer,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.openssl.openssl_h,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
org.apache.catalina.authenticator.SingleSignOn,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.AuthenticatorBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.filters.TestCorsFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.StandardRoot,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.JspUtil,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.TesterFilterConfigs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.server.UpgradeUtil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.Jdbc41Bridge,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIFsize,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Parser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.openssl.ciphers.OpenSSLCipherConfigurationParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.ResetAbandonedTimer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.InduceSlowQuery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.DefaultInstanceManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.JAASRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.DefaultServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMethodMapping,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.juli.FileHandler,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.users.GenericUser,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.xreflection.ReflectionProperty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.JspServletWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerWholeBase,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.SmapStratum,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.PoolingConnection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.StoreContextAppender,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.IntrospectionUtils,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.server.WsHttpUpgradeHandler,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.membership.cloud.CertificateStreamProvider,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.http.fileupload.DeferredFileOutputStream,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ssi.SSIEcho,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.JspRuntimeLibrary,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.AttributeParser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.DigestAuthenticator,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.servlet.JspCServletContext,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.manager.host.HostManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.openssl.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.TestSSOnonLoginAndDigestAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.optimizations.ELInterpreterTagSetters,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.SecureNio2Channel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.MethodExpressionImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.TestStandardWrapper,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.test.transport.SocketTribesReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.AbstractQueryReport,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.BeanELResolver,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.http.fileupload.impl.FileItemStreamImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.naming.ResourceRef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ssi.SSIConfig,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialBinary,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org.apache.catalina.ssi.SSIExec,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.TestRestCsrfPreventionFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.TomcatBaseTest,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.naming.EjbRef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.TldPreScanned,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.managed.PoolableManagedConnection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.naming.ServiceRef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.FormAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http11.filters.TestChunkedInputFilter,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.demos.LoadTest,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
org.apache.coyote.http2.Http2Parser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.stream.StreamELResolverImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.DefaultServletEncodingBaseTest,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.tomcat.util.json.JSONParserTokenManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
org.apache.catalina.security.SecurityUtil,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.PoolableConnection,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.TestApplicationMapping,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.GenericPrincipal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.group.interceptors.TcpFailureDetector,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.json.JavaCharStream,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.tomcat.util.net.SocketWrapperBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.TestRestCsrfPreventionFilter2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.StreamProcessor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.AbstractCreateStatementInterceptor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ha.authenticator.ClusterSingleSignOn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.util.ReflectionUtil,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.JspReader,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIServletExternalResolver,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http11.Http11Processor,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
jakarta.el.StandardELContext,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.TesterTypeA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.descriptor.web.MultipartDef,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.LoginConfig,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.RequestGroupInfo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.Http2UpgradeHandler,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SSLHostConfig,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.jmx.ConnectionPool,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http11.upgrade.UpgradeProcessorExternal,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.Http11Processor,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.SSLHostConfigCertificate,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.BaseGenericObjectPool,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.demos.IntrospectionUtils,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.core.AprLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.buf.StringCache,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.startup.ContextConfig,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.el.TesterBeanBBB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.catalina.tribes.test.TribesTestSuite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.Bug58096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialBinary,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.websocket.TesterMessageCountClient,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
org.apache.tomcat.websocket.pojo.TesterUtil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jakarta.mail.internet.InternetAddress,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.util.buf.TestUriUtil26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialText,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.websocket.TesterAsyncTiming,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.el.lang.TesterBean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.util.buf.TestUriUtil24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.el.parser.AstMapEntry,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.util.security.SecurityManagerBaseTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.websocket.TesterEchoServer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
util.a.Foo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jakarta.mail.internet.MimePartDataSource,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tomcat.cxf.JsonBean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jakarta.mail.PasswordAuthentication,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.util.buf.TestUriUtil2A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
util.b.Foo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.el.TesterBeanAAA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.jni.FileInfo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
websocket.drawboard.wsmessages.CloseWebsocketMessage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.jni.Sockaddr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
websocket.drawboard.wsmessages.AbstractWebsocketMessage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.catalina.realm.TesterServletSecurity01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.tomcat.util.buf.TestUriUtil40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
org.apache.catalina.core.AprLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.openssl.openssl_h,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
org.apache.catalina.tribes.demos.CoordinationDemo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.scan.FooSCI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.catalina.tribes.test.transport.SocketReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.tribes.test.transport.SocketTribesReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.catalina.tribes.io.BufferPool,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.catalina.tribes.io.ChannelData,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.tomcat.util.buf.StringCache,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.digester.Digester,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.jni.Library,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
org.apache.tomcat.util.json.ParseException,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.tomcat.jdbc.pool.interceptor.StatementDecoratorInterceptor,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
org.apache.catalina.tribes.test.transport.SocketValidateReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.jdbc.test.CreateTestTable,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.catalina.tribes.demos.LoadTest,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
org.apache.el.parser.ParseException,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReportJmx,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
org.apache.catalina.tribes.demos.IntrospectionUtils,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.naming.java.javaURLContextFactory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.catalina.tribes.demos.MembersWithProperties,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.tomcat.util.net.SocketBufferHandler,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.TestInterceptor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
org.apache.catalina.core.StandardWrapper,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.util.net.TLSClientHelloExtractor,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.catalina.startup.ContextConfig,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.realm.JAASMemoryLoginModule,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.filters.ChunkedOutputFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.CompressionConfig,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.codec.binary.Base64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.MultipartDef,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.el.parser.AstIdentifier,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.buf.C2BConverter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ha.deploy.FileMessageFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.transport.nio.NioReceiver,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.group.interceptors.StaticMembershipInterceptor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.servlet.TldScanner,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.StandardEngine,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.scan.StandardJarScanFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.fileupload.MultipartStream,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.server.WsHttpUpgradeHandler,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
compressionFilters.CompressionResponseStream,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.util.LifecycleBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.ApplicationContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.manager.util.SessionUtils,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.fileupload.util.mime.MimeUtility,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.WebXmlParser,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.PageContextImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.LocalResolver,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.SingleSignOn,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.Acceptor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.membership.TestMembership,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.TagFileProcessor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.tagplugins.jstl.core.ForTokens,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.TestAbstractStream,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.xreflection.ObjectReflectionPropertyInspector,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.bugs.Bug51582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.webresources.AbstractArchiveResourceSet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.membership.McastService,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.NioEndpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.StandardWrapper,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.catalina.loader.TestVirtualWebappLoader,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.TestStreamProcessor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.users.MemoryGroupCreationFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.TesterCookiesPerformance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.WsSession,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.ExtendedAccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
